#!/home/hb478/.local/bin/rebench CollectRunTimes.conf
# Execution Start: 2025-03-17T22:37:43.940974+00:00
# Environment: {"userName": "hb478", "manualRun": true, "hostName": "LIN-HB478-1", "osType": "Linux", "memory": 16264888320, "denoise": {}, "cpu": "Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz", "clockSpeed": 3300000000, "software": [{"name": "kernel", "version": "#1 SMP PREEMPT_DYNAMIC Tue Nov 26 17:24:29 UTC 2024"}, {"name": "kernel-release", "version": "5.14.0-503.15.1.el9_5.x86_64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": "https://github.com/HumphreyHCB/GTResearchExperiments.git", "branchOrTag": "main", "commitId": "c5172f1ec769c9df723c5a3be76ff4bea219ddae", "commitMsg": "Extreamly useful Scripts and readers for all the RawData\n", "authorName": "Humphrey Burchell", "committerName": "Humphrey Burchell", "authorEmail": "humphreyburchell@gmail.com", "committerEmail": "humphreyburchell@gmail.com"}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
1	294	291.688000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	295	291.011000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	296	295.951000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	297	291.704000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	298	292.090000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	299	293.302000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	300	295.033000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	301	291.411000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	302	291.714000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	303	291.504000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	304	291.154000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	305	291.061000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	306	291.668000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	307	293.586000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	308	296.439000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	309	291.502000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	310	292.059000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	311	292.689000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	312	291.773000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	313	291.800000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	314	291.165000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	315	292.882000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	316	296.876000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	317	296.076000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	318	291.726000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	319	291.348000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	320	291.077000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	321	291.650000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	322	291.539000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	323	292.573000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	324	297.647000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	325	290.957000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	326	291.120000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	327	292.562000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	328	307.099000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	329	291.701000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	330	290.959000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	331	292.032000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	332	293.507000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	333	294.896000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	334	291.706000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	335	298.907000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	336	292.970000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	337	293.886000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	338	296.850000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	339	291.896000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	340	293.352000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	341	295.577000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	342	291.732000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	343	291.694000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	344	291.928000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	345	293.976000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	346	291.444000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	347	292.124000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	348	293.199000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	349	296.866000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	350	291.316000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	351	291.718000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	352	291.790000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	353	291.483000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	354	291.663000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	355	291.487000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	356	295.235000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	357	297.723000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	358	291.601000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	359	291.223000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	360	291.205000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	361	292.641000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	362	297.957000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	363	291.925000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	364	294.874000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	365	310.281000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	366	304.260000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	367	304.576000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	368	303.165000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	369	299.009000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	370	291.730000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	371	291.354000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	372	292.118000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	373	293.169000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	374	307.803000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	375	304.210000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	376	311.052000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	377	304.641000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	378	307.660000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	379	291.489000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	380	294.911000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	381	293.044000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	382	296.037000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	383	291.428000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	384	291.104000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	385	291.299000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	386	291.611000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	387	291.748000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	388	291.397000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	389	293.106000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	390	296.747000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	391	291.516000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	392	291.652000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	393	291.496000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	394	291.627000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	395	295.165000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	396	291.474000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	397	293.349000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	398	297.532000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	399	291.984000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	400	291.974000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	401	298.651000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	402	291.749000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	403	291.399000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	404	291.330000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	405	292.705000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	406	309.070000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	407	291.375000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	408	291.631000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	409	291.343000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	410	740.159000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	411	302.290000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	412	286.609000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	413	286.898000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	414	288.391000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	415	289.177000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	416	286.191000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	417	285.902000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	418	286.115000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	419	287.323000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	420	286.081000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	421	286.639000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	422	288.052000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	423	290.228000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	424	286.524000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	425	285.955000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	426	286.729000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	427	285.830000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	428	300.018000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	429	286.512000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	430	288.113000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	431	290.500000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	432	285.993000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	433	286.163000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	434	286.588000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	435	285.827000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	436	286.751000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	437	285.498000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	438	287.625000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	439	291.827000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	440	285.983000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	441	286.420000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	442	285.986000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	443	286.278000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	444	288.267000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	445	290.258000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	446	304.610000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	447	288.171000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	448	288.558000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	449	286.619000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	450	285.861000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	451	285.619000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	452	327.737000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	453	285.789000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	454	287.062000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	455	288.206000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	456	289.398000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	457	285.987000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	458	286.268000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	459	286.090000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	460	286.468000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	461	286.245000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	462	286.586000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	463	299.214000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	464	290.317000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	465	286.088000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	466	286.216000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	467	286.064000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	468	286.692000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	469	287.807000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	470	286.267000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	471	288.599000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	472	293.028000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	473	286.525000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	474	286.366000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	475	285.751000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	476	285.737000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	477	286.317000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	478	286.165000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	479	287.712000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	480	324.307000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	481	286.782000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	482	286.235000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	483	286.310000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	484	286.809000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	485	286.563000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	486	286.273000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	487	287.184000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	488	288.663000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	489	288.717000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	490	286.267000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	491	286.218000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	492	285.944000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	493	286.976000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	494	286.564000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	495	288.024000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	496	288.725000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	497	295.967000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	498	287.164000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	499	287.969000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	500	286.911000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
